,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_totals,poblacio_total,incidencia_1000,co,h2s,no,no2,nox,o3,pm10,pm2.5,so2
3357,2020-11-27,408.541.666.666.667,686.666.666.666.667,876.041.666.666.667,100.831.458.333.333,449.791.666.666.667,159.958.333.333.333,17,13.6,17.2,1037,616273,168.269.581.824.938,0.25,NA,9.67,31.08,45.5,49.04,21.88,NA,1
3358,2020-11-28,251.666.666.666.667,447.083.333.333.333,854.375,100.273.541.666.667,207.083.333.333.333,1.395.625,15.5,11.9,32.2,257,200872,127.942.172.129.515,0.23,NA,5.58,27.12,35.29,45.92,13.38,NA,1
3359,2020-11-29,122.291.666.666.667,155.958.333.333.333,599.375,101.125.416.666.667,102.020.833.333.333,160.333.333.333.333,19.9,13.9,0,182,135514,134.303.466.800.478,0.52,NA,25.46,40.75,79.21,26.04,22.75,NA,1.42
3360,2020-11-30,149.791.666.666.667,1.785.625,755.208.333.333.333,101.776.875,104.041.666.666.667,144.104.166.666.667,15.9,11.1,0,1365,840894,162.327.237.440.153,0.57,NA,42.54,42,106.88,19.33,24.79,NA,1.46
3361,2020-12-01,138.541.666.666.667,232.104.166.666.667,68.875,1014.15,72.75,126.895.833.333.333,15.3,10.2,0,1114,703086,158.444.343.935.166,0.26,NA,19.43,28.91,58.39,10.41,15.08,NA,1.41
3362,2020-12-02,2.0125,289.979.166.666.667,500.625,10.078.875,115.416.666.666.667,119.583.333.333.333,14.3,9.7,0,1038,671873,154.493.483.143.392,0.29,NA,17.96,34.5,61.83,15.21,15.75,NA,1
3363,2020-12-03,2.4,274.770.833.333.333,523.958.333.333.333,100.411.458.333.333,108.020.833.333.333,102.166.666.666.667,12.8,6.9,0,997,645885,154.361.844.600.819,0.29,NA,9.29,35.33,49.29,29.86,13.06,NA,1.57
3364,2020-12-04,199.791.666.666.667,247.895.833.333.333,501.458.333.333.333,98.945.625,638.333.333.333.333,11.1,13.4,8.4,0,1053,658936,159.803.076.474.802,0.44,NA,36.54,48.71,104.54,21.5,17.08,NA,2.54
3365,2020-12-05,238.333.333.333.333,270.729.166.666.667,516.041.666.666.667,994.529.166.666.667,788.125,890.416.666.666.667,11.9,5.9,0,234,180867,129.376.834.911.841,0.21,NA,9.17,25.92,39.88,31.54,10.58,NA,1.67
3366,2020-12-06,243.958.333.333.333,285.541.666.666.667,54.625,998.904.166.666.667,933.125,954.583.333.333.333,12.5,7,0,208,147243,141.263.082.115.958,0.21,NA,4.29,13.67,19.88,40.42,7.46,NA,1.42
3367,2020-12-07,198.125,278.854.166.666.667,601.666.666.666.667,99.854.375,514.791.666.666.667,108.791.666.666.667,13.5,8.5,0.8,1079,690772,15.620.204.640.605,0.33,NA,19.29,37.17,66.29,25.54,12.33,NA,1.5
3368,2020-12-08,240.833.333.333.333,2.983.125,563.541.666.666.667,998.460.416.666.667,555.416.666.666.667,100.083.333.333.333,11.8,7.9,0,232,170660,135.942.810.266.026,0.22,NA,6.46,22.58,31.96,35.67,9.25,NA,1
3369,2020-12-09,362.916.666.666.667,273.875,493.125,100.613.541.666.667,100.520.833.333.333,102.333.333.333.333,13.3,7,0,1541,948639,162.443.247.642.148,0.31,NA,16.62,28.21,53.62,31.75,12.92,NA,1
3370,2020-12-10,198.333.333.333.333,235.625,588.958.333.333.333,100.277.708.333.333,930.833.333.333.333,117.583.333.333.333,15.7,9.4,0.2,1227,778660,157.578.403.924.691,0.57,NA,38.5,44.54,103.12,19.92,19.67,NA,1.46
3371,2020-12-11,105.208.333.333.333,2.375.625,771.041.666.666.667,999.697.916.666.667,602.083.333.333.333,12.175,14.8,10.4,1.8,1262,804154,156.935.114.418.383,0.33,NA,76.83,54.25,171.71,6.25,22.12,NA,1.75
3372,2020-12-12,3.1125,276,538.333.333.333.333,100.194.583.333.333,104.541.666.666.667,135.916.666.666.667,17.5,10.7,0,316,233921,135.088.341.790.605,0.21,NA,10.21,23.96,39.17,37.29,11,NA,1
3373,2020-12-13,137.083.333.333.333,222.041.666.666.667,582.916.666.666.667,1.010.025,887.083.333.333.333,122.479.166.666.667,15.4,9.8,0,212,157092,134.952.766.531.714,0.36,NA,13.29,37.08,57.12,26.88,15.58,NA,1
3374,2020-12-14,625,144.833.333.333.333,800.625,100.901.458.333.333,389.166.666.666.667,12.9625,15.2,10.1,0,1917,1098561,174.501.006.316.445,1,NA,146.75,77.88,302.12,1.92,50.5,NA,2.62
3375,2020-12-15,126.875,244.145.833.333.333,740.625,101.001.875,765.208.333.333.333,149.666.666.666.667,18.9,12.3,0,1365,831570,164.147.335.762.473,0.54,NA,94.62,54.92,199.33,9.62,31.58,NA,1.96
3376,2020-12-16,124.791.666.666.667,222,636.875,101.343.333.333.333,1.016.875,138.854.166.666.667,17.2,11.7,0,1418,878451,161.420.500.403.551,0.66,NA,59.08,59.58,149.71,13.17,26.54,NA,1.5
3377,2020-12-17,146.875,705.416.666.666.667,779.583.333.333.333,101.767.291.666.667,360.833.333.333.333,141.958.333.333.333,15.9,11.4,0,1341,843495,158.981.381.039.603,0.4,NA,69.29,64.21,169.79,8.42,32.58,NA,1.38
3378,2020-12-18,156.458.333.333.333,134.520.833.333.333,985.625,1.018.325,16.625,147.541.666.666.667,15.5,13.6,6.3,1357,814827,166.538.418.584.558,0.31,NA,33.95,54.43,106.05,16.52,28.71,NA,1.24
3379,2020-12-19,151.875,246.541.666.666.667,830.625,101.574.583.333.333,873.958.333.333.333,139.291.666.666.667,16.3,12.1,0,448,322596,138.873.389.626.654,0.26,NA,18.54,41.92,70.12,19.46,24.79,NA,01.08
3380,2020-12-20,175.208.333.333.333,260.895.833.333.333,684.583.333.333.333,101.815.625,86,137.979.166.666.667,16.9,12.4,0,281,216471,129.809.535.688.383,0.23,NA,7.17,23.5,34.17,29.46,13.75,NA,1
3381,2020-12-21,181.875,277,624.166.666.666.667,102.250.625,892.916.666.666.667,133.791.666.666.667,16.6,11.4,0,1849,1051268,17.588.283.862.916,0.31,NA,21.25,39.46,72,14.92,17.88,NA,1.12
3382,2020-12-22,170.416.666.666.667,244.125,677.291.666.666.667,102.203.541.666.667,976.666.666.666.667,135.479.166.666.667,17.4,10.9,0,1532,936084,163.660.526.192.094,0.4,NA,40.12,40.92,102.29,9.67,22.75,NA,1.5
3383,2020-12-23,191.875,248.791.666.666.667,811.041.666.666.667,101.822.916.666.667,634.791.666.666.667,13.55,16.5,11.8,0,1438,891423,161.315.110.783.545,0.25,NA,33.29,48.21,99,10.92,25.9,NA,1.33
3384,2020-12-24,188.541.666.666.667,189.479.166.666.667,720.208.333.333.333,101.676.875,34.25,128.145.833.333.333,14.2,10,0,1260,797837,157.926.995.113.037,0.2,NA,26.12,37.29,76.96,16.21,19.04,NA,1.21
3385,2020-12-25,370.833.333.333.333,317.520.833.333.333,397.916.666.666.667,101.575.416.666.667,933.541.666.666.667,980.833.333.333.333,13,7.7,0,328,246337,13.315.092.738.809,0.2,NA,6.54,16,25.92,45,5.88,NA,01.04
3386,2020-12-26,249.791.666.666.667,2.831.875,32.25,101.726.875,100.583.333.333.333,8.8625,14.3,5.6,0,362,267405,135.375.179.970.457,0.22,NA,06.08,21.04,30,45.96,8.58,NA,1
3387,2020-12-27,306.041.666.666.667,2.861.875,50,100.466.458.333.333,617.291.666.666.667,8.1375,11.3,4.8,0,360,277440,129.757.785.467.128,0.2,NA,4.92,21.46,28.88,40.75,7.33,NA,1
3388,2020-12-28,456.875,2.898.125,422.083.333.333.333,990.052.083.333.333,1.044.375,110.458.333.333.333,13.1,8.7,0,2012,1144179,175.846.611.413.074,0.23,NA,8.67,25.33,38.25,41.46,14.21,NA,1
3389,2020-12-29,355.208.333.333.333,291.625,447.083.333.333.333,9.966.875,118.125,1.066.875,13.7,8.1,0,1708,1007731,1.694.896.753.201,0.23,NA,6.43,18.74,28.39,45.38,10.61,NA,1
3390,2020-12-30,3.4625,282.875,50.625,100.575.833.333.333,1.016.875,922.916.666.666.667,12.9,6.2,0,1495,913857,163.592.334.468.084,0.29,NA,13.58,25.42,45.79,40.54,12.71,NA,01.08
3391,2020-12-31,2.2375,273.645.833.333.333,52.25,100.699.375,101.395.833.333.333,101.541.666.666.667,13.9,6.5,0,1304,802793,162.432.906.116.521,0.2,NA,6.29,28.96,38.29,32.75,11.17,NA,1
3392,2021-01-01,191.666.666.666.667,221.625,609.583.333.333.333,100.098.333.333.333,176.041.666.666.667,8.9375,10.1,7.2,0.1,378,285145,132.564.134.037.069,0.2,NA,6,22.54,31.46,33.58,9.58,NA,2.29
3393,2021-01-02,174.166.666.666.667,245.583.333.333.333,545.208.333.333.333,1.001.925,811.875,741.041.666.666.667,10.5,4.5,0,594,444422,133.656.749.665.858,0.24,NA,7.12,21.29,31.79,32.25,11.54,NA,1.75
3394,2021-01-03,2.0875,257.229.166.666.667,439.791.666.666.667,100.582.083.333.333,98.5,6.7375,9.5,4.5,0,396,296413,133.597.379.332.216,0.3,NA,13.96,29.54,50.79,34.75,13.88,NA,3.12
3395,2021-01-04,239.375,289.375,528.541.666.666.667,100.515.833.333.333,103.520.833.333.333,697.708.333.333.333,10.6,4.6,0,2300,1277192,180.082.556.107.461,0.23,NA,13.54,33.38,54.08,27.25,12.83,NA,2.12
3396,2021-01-05,1.5625,231.645.833.333.333,593.333.333.333.333,10.063.625,860.416.666.666.667,6.2375,8.8,4.2,0,1773,1031844,171.828.299.626.688,0.27,NA,15.12,35.17,58.08,25.42,15.54,NA,2.46
3397,2021-01-06,134.166.666.666.667,176.333.333.333.333,610.416.666.666.667,101.002.083.333.333,855.625,648.333.333.333.333,9.4,3.8,0,331,261511,12.657.211.360.134,0.23,NA,11.83,35.04,52.92,21.29,16.79,NA,1.17
3398,2021-01-07,154.375,106.833.333.333.333,642.291.666.666.667,100.983.125,377.083.333.333.333,646.458.333.333.333,7.6,5.3,1.6,1944,1162430,167.235.876.568.912,0.3,NA,24.55,38.82,75.91,16.22,20.76,NA,1.3
3399,2021-01-08,131.666.666.666.667,1.503.125,534.791.666.666.667,100.872.083.333.333,64.125,601.041.666.666.667,7.9,3.8,0,1677,1001838,167.392.332.892.144,0.28,NA,17.33,34.17,60.58,13.46,21.12,NA,1.21
3400,2021-01-09,417.708.333.333.333,509.166.666.666.667,717.708.333.333.333,100.287.916.666.667,14.25,677.708.333.333.333,8.1,4.5,20,480,367918,130.463.853.358.629,0.2,NA,3.71,16.62,21.83,50.08,05.08,NA,1
3401,2021-01-10,210.208.333.333.333,108.125,676.041.666.666.667,100.714.166.666.667,151.041.666.666.667,7.5375,8.4,6.1,5.2,381,297457,128.085.740.123.783,0.23,NA,5.12,22.29,29.83,36.83,08.04,NA,1
3402,2021-01-11,166.041.666.666.667,259.354.166.666.667,618.958.333.333.333,101.552.083.333.333,106.5,596.875,8.9,3.8,0,2483,1333940,186.140.306.160.697,0.23,NA,9.71,23.54,38.33,26.12,12.42,NA,1
3403,2021-01-12,189.375,267.520.833.333.333,496.041.666.666.667,102.024.583.333.333,113.395.833.333.333,631.041.666.666.667,10.1,3.8,0,1752,998136,175.527.182.668.494,0.22,NA,6.25,24.5,33.54,38.79,12.92,NA,1
3404,2021-01-13,193.125,254.520.833.333.333,56.125,102.118.541.666.667,114.666.666.666.667,8.5875,12.7,4.9,0,1813,1036516,17.491.288.122.904,0.23,NA,7.42,24.29,35.46,36.25,12.38,NA,1
3405,2021-01-14,176.041.666.666.667,276.25,607.083.333.333.333,101.846.875,116.395.833.333.333,851.875,12.2,6.3,0,1817,1031994,176.066.915.117.724,0.28,NA,12.04,28.79,46.96,27.71,12.46,NA,1
3406,2021-01-15,146.666.666.666.667,220.208.333.333.333,63,101.644.166.666.667,90.125,921.458.333.333.333,13.3,6.3,0,1776,1056949,168.030.813.218.046,0.63,NA,42.62,41.12,106.08,19.29,19.88,NA,1.75
3407,2021-01-16,168.125,268.708.333.333.333,561.666.666.666.667,102.016.458.333.333,114.708.333.333.333,958.541.666.666.667,14,6.6,0,512,368595,138.905.845.168.817,0.22,NA,16.08,33.88,58.21,23.25,15.5,NA,1.12
3408,2021-01-17,161.041.666.666.667,184.645.833.333.333,515.208.333.333.333,101.858.958.333.333,1.181.875,117.083.333.333.333,16.9,8.7,0,351,269719,130.135.437.251.362,0.37,NA,16,35.25,59.42,27.04,18.17,NA,1.12
3409,2021-01-18,91.875,205.520.833.333.333,726.666.666.666.667,102.254.583.333.333,519.791.666.666.667,108.916.666.666.667,12.9,8.7,0,2557,1328911,192.413.186.436.112,0.38,NA,66.09,57.59,158.36,6.13,30.05,NA,2.33
3410,2021-01-19,195.416.666.666.667,268.229.166.666.667,730.416.666.666.667,101.952.708.333.333,1.096.875,1.145.625,15.2,8.7,0,1910,1075888,177.527.772.407.537,0.33,NA,22.92,40.21,75.04,26.17,22,NA,1.38
3411,2021-01-20,180.625,240.770.833.333.333,737.083.333.333.333,100.958.125,455.625,12.0375,13.5,11.4,0,1878,1072911,175.037.817.675.464,0.32,NA,17.46,44.92,71.12,27.21,26.5,NA,1.21
3412,2021-01-21,188.125,253.291.666.666.667,616.041.666.666.667,100.583.333.333.333,96.625,134.125,16.8,10.2,0,1868,1066599,175.136.110.196.991,0.4,NA,33.96,49.38,101.08,16,25.67,NA,1.46
3413,2021-01-22,503.958.333.333.333,275.166.666.666.667,558.125,998.935.416.666.667,533.958.333.333.333,130.583.333.333.333,15.2,10.3,6.4,1673,1011144,16.545.615.659.095,0.2,NA,7.46,24.88,36,44.12,11.54,NA,1
3414,2021-01-23,403.541.666.666.667,2.925.625,47.5,100.294.166.666.667,105.708.333.333.333,123.333.333.333.333,15.4,10,0,458,328397,139.465.342.253.431,0.21,NA,3.62,16.75,21.33,51.5,8.38,NA,1
3415,2021-01-24,393.333.333.333.333,253.458.333.333.333,525.208.333.333.333,100.144.583.333.333,120.645.833.333.333,134.729.166.666.667,16.4,12,0,282,204734,137.739.701.270.917,0.2,NA,2.71,15.42,18.42,50.92,10.17,NA,1
3416,2021-01-25,313.958.333.333.333,220.666.666.666.667,578.333.333.333.333,100.552.916.666.667,431.666.666.666.667,125.729.166.666.667,15.7,10.7,0,2530,1299733,194.655.363.832.418,0.3,NA,10.38,25.67,40.92,44.29,13.96,NA,1.21
3417,2021-01-26,195.625,201.375,744.375,101.727.916.666.667,108.958.333.333.333,10.85,13.3,9.2,0.3,1854,1077595,172.049.796.073.664,0.27,NA,9.21,30.5,44.25,37.38,16.67,NA,02.04
3418,2021-01-27,114.583.333.333.333,188.541.666.666.667,575.833.333.333.333,101.605.625,128.625,121.354.166.666.667,14.6,9.5,0,1808,1029517,175.616.332.707.473,0.58,NA,47.5,49.75,122.29,12.42,27.08,NA,03.04
3419,2021-01-28,124.166.666.666.667,165.916.666.666.667,728.333.333.333.333,101.499.583.333.333,104.541.666.666.667,140.895.833.333.333,18.9,11.2,0,1774,1011047,175.461.674.877.627,0.33,NA,85.96,55.29,186.42,3.88,32.04,NA,3.83
3420,2021-01-29,234.375,230.854.166.666.667,660.833.333.333.333,101.083.958.333.333,121.979.166.666.667,169.854.166.666.667,22.5,13,0,1769,1022547,17.299.938.291.345,0.23,NA,31.71,36.25,84.46,3,20.17,NA,3.25
3421,2021-01-30,347.708.333.333.333,2.688.125,570.208.333.333.333,100.159.166.666.667,117.541.666.666.667,151.833.333.333.333,19.3,11.7,0.2,463,337179,137.315.787.756.652,0.21,NA,16.25,25.04,49.58,NA,13.5,NA,2.38
3422,2021-01-31,576.458.333.333.333,305.270.833.333.333,50,998.641.666.666.667,1.125.625,143.708.333.333.333,18,11.5,0,331,255573,129.512.898.467.365,0.23,NA,3.62,10.5,15.42,NA,11.62,NA,1.96
3423,2021-02-01,4.5625,313.729.166.666.667,46.5,100.054.166.666.667,140.104.166.666.667,169.375,20.5,14,0.1,2482,1297641,191.270.158.695.664,0.2,NA,9.73,23.5,38.27,56.5,19.83,NA,1.91
3424,2021-02-02,200.833.333.333.333,247.479.166.666.667,565.625,100.912.083.333.333,137.208.333.333.333,161.541.666.666.667,20.7,13.4,0,1789,1010494,177.042.119.992.796,0.38,NA,25.88,42.25,81.67,25.5,23.33,NA,2.25
3425,2021-02-03,185.208.333.333.333,212.208.333.333.333,596.041.666.666.667,1008.1,106.104.166.666.667,161.395.833.333.333,20.7,13.1,0,1773,1034778,171.341.099.250.274,0.33,NA,24.79,45.21,83,16.5,26.5,NA,2.42
3426,2021-02-04,1.0375,137.25,865.833.333.333.333,100.907.708.333.333,936.875,12.7375,14.8,11.6,0,1674,999904,167.416.071.942.907,0.35,NA,31.38,43,90.54,21.54,27.12,NA,1.58
3427,2021-02-05,250.625,79.875,807.916.666.666.667,100.604.583.333.333,113.333.333.333.333,132.375,15.1,12,0,1514,908383,166.669.785.762.173,0.34,NA,16.08,38.96,63.38,32.62,25.25,NA,01.08
3428,2021-02-06,247.083.333.333.333,175.895.833.333.333,716.875,997.541.666.666.667,105.458.333.333.333,149.229.166.666.667,17.1,13.3,0,405,310695,130.352.918.457.008,0.23,NA,07.04,27.42,37.96,40.58,120.62,NA,1
3429,2021-02-07,183.541.666.666.667,218.291.666.666.667,64.5,9.987.375,940.625,11.6875,14,10.3,2.1,241,179398,134.338.175.453.461,0.24,NA,5.54,16.33,24.71,43.12,11.17,NA,1
3430,2021-02-08,192.291.666.666.667,265.104.166.666.667,641.666.666.666.667,996.075,545.625,116.791.666.666.667,14.1,10.6,7.7,2169,1189150,182.399.192.700.669,0.27,NA,14.38,39,60.67,22.04,12.92,NA,1.12
3431,2021-02-09,315.208.333.333.333,260.604.166.666.667,618.541.666.666.667,999.164.583.333.333,634.375,127.458.333.333.333,15,10.3,0,1519,900689,168.648.667.853.166,0.23,NA,13.67,36.21,56.71,31.58,17.29,NA,01.08
3432,2021-02-10,319.166.666.666.667,298.583.333.333.333,53.25,100.217.291.666.667,104.833.333.333.333,13.025,16.6,11.3,0.1,1459,898251,162.426.760.448.917,0.24,NA,9.75,28.92,43.62,44.08,9.75,NA,1
3433,2021-02-11,180.833.333.333.333,239.604.166.666.667,545.416.666.666.667,101.290.416.666.667,1.540.625,131.770.833.333.333,15.9,10.2,0,1443,924351,156.109.529.821.464,0.33,NA,19.58,46.54,76.42,24.88,17.58,NA,1.33
3434,2021-02-12,112.291.666.666.667,156.791.666.666.667,781.041.666.666.667,101.122.291.666.667,666.041.666.666.667,127.979.166.666.667,15,11.2,0.1,1436,878412,163.476.819.533.431,0.4,NA,102.12,68.12,224.12,6.88,41.33,NA,2.79
3435,2021-02-13,211.458.333.333.333,206.895.833.333.333,793.541.666.666.667,101.885.416.666.667,158.166.666.666.667,130.708.333.333.333,15.7,11.4,0,381,294103,12.954.645.141.328,0.22,NA,10.62,28.67,44.92,32.75,16.12,NA,1.33
3436,2021-02-14,281.875,815.625,74.625,102.971.666.666.667,17.75,980.833.333.333.334,11.5,9.3,2.8,212,170127,124.612.789.269.193,0.21,NA,6.17,20.17,29.29,55.75,17,NA,1
3437,2021-02-15,128.125,211.458.333.333.333,713.958.333.333.333,103.107.916.666.667,32.625,105.479.166.666.667,11.9,9.3,0.4,1835,1094902,167.594.908.037.432,0.23,NA,9.58,36,50.33,40.88,22.17,NA,1.12
3438,2021-02-16,280.416.666.666.667,240.75,787.916.666.666.667,102.273.958.333.333,878.333.333.333.333,123.791.666.666.667,14.6,10.7,0.1,1612,916540,17.587.884.871.364,0.23,NA,6.46,32.92,42.71,43.25,15.42,NA,1
3439,2021-02-17,1.55,230.875,793.333.333.333.333,10.190.875,155.145.833.333.333,125.291.666.666.667,16.5,10.3,0,1536,917478,167.415.458.463.309,0.29,NA,30.08,46.42,92.38,27.42,24.29,NA,1.46
3440,2021-02-18,167.083.333.333.333,244.229.166.666.667,819.375,101.545.208.333.333,110.020.833.333.333,11.7625,14.7,9.7,0,1527,906216,168.502.873.487.116,0.25,NA,8.41,39.45,52.36,37.57,26,NA,1
3441,2021-02-19,1.6625,194.729.166.666.667,823.541.666.666.667,101.643.333.333.333,132.666.666.666.667,115.708.333.333.333,14.3,9.9,0,1364,817742,166.800.775.794.811,0.27,NA,15.42,45.88,69.5,31.62,34.62,NA,1.25
3442,2021-02-20,152.708.333.333.333,179.291.666.666.667,784.583.333.333.333,101.619.375,90.375,116.854.166.666.667,14.3,9.2,0,371,266005,139.471.062.574.012,0.24,NA,09.08,36.88,50.83,47.33,30.75,NA,1.12
3443,2021-02-21,493.125,692.708.333.333.333,774.375,101.066.458.333.333,697.708.333.333.333,134.895.833.333.333,14.8,11.5,0,245,175751,139.401.767.273.017,0.2,NA,3.92,22.29,28.12,68.83,36.5,NA,1
3444,2021-02-22,215.416.666.666.667,110.166.666.666.667,933.541.666.666.667,101.452.708.333.333,203.958.333.333.333,135.541.666.666.667,14.7,12.1,10.2,1859,1054925,176.221.058.369.078,0.36,NA,24.67,52.17,89.75,30.25,91.33,NA,1.38
3445,2021-02-23,192.083.333.333.333,875.833.333.333.333,879.583.333.333.333,102.910.416.666.667,144,145.416.666.666.667,18.2,13.2,0,1379,851980,161.858.259.583.558,0.27,NA,18,32.62,60,43.08,48.46,NA,1.21
3446,2021-02-24,140.833.333.333.333,136.625,852.291.666.666.667,1030.25,181.291.666.666.667,140.354.166.666.667,16.5,12.7,0,1299,802276,161.914.353.663.826,0.39,NA,18.58,39.12,67.5,41.75,27.83,NA,1.21
3447,2021-02-25,148.333.333.333.333,163.854.166.666.667,763.333.333.333.333,102.688.125,132.458.333.333.333,138.458.333.333.333,16.7,12.5,0,1273,819093,15.541.580.748.462,0.26,NA,11.17,36.75,53.83,38.46,25.88,NA,01.08
3448,2021-02-26,133.958.333.333.333,144.916.666.666.667,729.583.333.333.333,102.563.333.333.333,106.979.166.666.667,133.708.333.333.333,15.2,11.3,0,1310,830719,157.694.719.875.192,0.38,NA,20.17,45.12,75.83,31.79,33.42,NA,1.21
3449,2021-02-27,161.458.333.333.333,210.916.666.666.667,726.041.666.666.667,1.021.225,170.354.166.666.667,1.331.875,16.4,10.3,0,364,273461,13.310.856.027.002,0.21,NA,18.67,31.42,59.79,29.92,34.96,NA,1.25
3450,2021-02-28,248.958.333.333.333,949.375,710.625,102.106.875,1.838.125,131.875,15.2,11.9,0,257,189714,135.467.071.486.553,0.2,NA,4.83,18.58,25.96,54.79,32.21,NA,1
3451,2021-03-01,305.833.333.333.333,72.5,715.208.333.333.333,10.219.875,110.666.666.666.667,133.604.166.666.667,14.5,12.2,0,1744,1051181,165.908.630.388.106,0.4,NA,14.08,32.88,54.21,55.62,42.54,NA,01.08
3452,2021-03-02,318.125,753.125,753.541.666.666.667,1.024.825,689.583.333.333.333,1.351.875,15,12.6,0,1471,888430,165.572.977.049.402,0.2,NA,12.86,32.86,52.38,56.1,45.1,NA,1.14
3453,2021-03-03,1.55,843.541.666.666.667,80.25,102.562.916.666.667,123.25,1.320.625,14.8,12.4,0,1386,824923,168.015.681.463.603,0.26,NA,14.79,37.75,60.25,47,39.62,NA,1.21
3454,2021-03-04,130.208.333.333.333,184.770.833.333.333,810.625,10.187.625,132.958.333.333.333,132.854.166.666.667,15.3,12,0,1292,802771,160.942.535.293.378,0.32,NA,16.17,41.62,66.5,46.17,44.79,NA,1.33
3455,2021-03-05,120.208.333.333.333,205.833.333.333.333,74.75,1014.3,124.75,1.311.875,15.2,11.4,0,1264,752312,168.015.397.866.842,0.32,NA,18.75,47.67,76.25,38.17,46.62,NA,1.42
3456,2021-03-06,184.583.333.333.333,896.458.333.333.333,727.083.333.333.333,10.184.625,1.170.625,128.458.333.333.333,14,11.9,0,295,209047,14.111.659.100.585,0.2,NA,13.96,33.75,54.88,35.96,32.96,NA,01.08
3457,2021-03-07,172.708.333.333.333,717.916.666.666.667,742.291.666.666.667,101.539.583.333.333,976.458.333.333.333,12.7375,14,11.7,2.4,240,188282,12.746.837.191.022,0.24,NA,6.42,22.58,32.29,55.29,29,NA,1
3458,2021-03-08,1.2875,1.324.375,740.416.666.666.667,101.069.791.666.667,63.75,124.166.666.666.667,13.7,11.5,1.4,1729,1021583,169.247.138.998.985,0.28,NA,17.75,39.79,66.83,29.62,25.25,NA,01.08
3459,2021-03-09,1.8375,218.479.166.666.667,635.833.333.333.333,101.249.791.666.667,161.375,12.4125,16,10.4,0,1395,796098,175.229.682.777.748,0.28,NA,14.42,34.08,56.08,31.08,19.17,NA,1.29
3460,2021-03-10,210.416.666.666.667,2.496.875,537.916.666.666.667,1017.1,216.979.166.666.667,122.354.166.666.667,15.2,9,0,1395,853898,163.368.458.527.834,0.21,NA,10.08,32.96,48.42,42.67,24.83,NA,1.29
3461,2021-03-11,2.2875,243.270.833.333.333,63,101.681.458.333.333,195.75,140.583.333.333.333,17.9,10.6,0,1345,794507,169.287.369.400.144,0.21,NA,7.38,40.67,51.83,40.83,31.17,NA,1.38
3462,2021-03-12,185.416.666.666.667,133.208.333.333.333,72.125,101.632.708.333.333,103.270.833.333.333,130.083.333.333.333,14.5,11.6,0,1274,781873,162.942.063.480.898,0.21,NA,19.88,42.42,72.54,37.79,22.67,NA,1.29
3463,2021-03-13,244.166.666.666.667,249.270.833.333.333,64.375,101.636.666.666.667,222.083.333.333.333,138.104.166.666.667,17.3,11,0,389,291338,133.521.888.665.399,0.2,NA,5.12,21.29,29.21,50.75,23.08,NA,1.42
3464,2021-03-14,1.9875,185.895.833.333.333,576.041.666.666.667,101.672.291.666.667,2.105.625,132.416.666.666.667,15.4,10.7,0,243,184409,131.772.310.462.071,0.2,NA,5.5,19.75,28.04,55.96,20.83,NA,01.08
3465,2021-03-15,208.541.666.666.667,201.541.666.666.667,571.041.666.666.667,101.842.083.333.333,229.083.333.333.333,133.875,17.6,9.8,0,1860,1083374,171.685.862.869.148,0.27,NA,9.92,27.46,42.58,55.54,23,NA,1.33
3466,2021-03-16,174.375,191.770.833.333.333,660.833.333.333.333,101.976.875,227.916.666.666.667,131.270.833.333.333,14.9,10.9,0,1546,895130,172.712.343.458.492,0.24,NA,9.58,38.26,52.74,43.3,23.76,NA,01.09
3467,2021-03-17,176.458.333.333.333,181.458.333.333.333,634.791.666.666.667,101.657.708.333.333,185.854.166.666.667,135.666.666.666.667,19.4,10.4,0,1455,892478,163.029.228.731.689,0.28,NA,14.38,36.58,58.29,40.12,28.88,NA,1
3468,2021-03-18,246.666.666.666.667,167.145.833.333.333,633.541.666.666.667,101.370.208.333.333,2.059.375,117.729.166.666.667,14.9,7.2,5.9,1465,882308,166.041.790.395.191,0.29,NA,14.71,30.04,52.38,48.96,24.08,NA,01.04
3469,2021-03-19,147.916.666.666.667,171.291.666.666.667,694.166.666.666.667,100.908.333.333.333,102.770.833.333.333,883.541.666.666.667,11.7,7,1.3,1415,870186,162.608.913.496.655,0.27,NA,13.92,37.62,58.46,36,13.29,NA,1
3470,2021-03-20,281.666.666.666.667,113.083.333.333.333,379.166.666.666.667,101.198.958.333.333,237.770.833.333.333,108.041.666.666.667,14,8.1,0,409,283769,144.131.318.079.142,NA,NA,9,28.42,41.79,56.21,16.75,NA,1
3471,2021-03-21,154.375,2.079.375,477.708.333.333.333,101.237.083.333.333,247.354.166.666.667,115.479.166.666.667,14.8,7.2,0,275,208126,132.131.497.266.079,NA,NA,06.08,24.29,33.25,56.38,20.42,NA,01.04
3472,2021-03-22,1.6125,229.479.166.666.667,537.291.666.666.667,101.214.375,229.666.666.666.667,132.395.833.333.333,18.3,9.4,0,2173,1184826,183.402.457.407.248,NA,NA,11.92,37.25,55.21,39.12,24.25,NA,1.21
3473,2021-03-23,167.291.666.666.667,159.104.166.666.667,679.375,101.804.583.333.333,245.895.833.333.333,130.354.166.666.667,15.9,10,0,1705,982561,173.526.122.042.296,NA,NA,18.21,40.17,68.04,40.46,27.14,NA,1.17
