,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_totals,poblacio_total,incidencia_1000,co,h2s,no,no2,nox,o3,pm10,pm2.5,so2
1990,2017-02-26,236.666.666.666.667,264.291.666.666.667,704.375,101.617.083.333.333,187.520.833.333.333,125.354.166.666.667,15.6,9.4,0,228,166868,136.634.944.986.456,0.45,NA,6.96,41.71,51.88,55.88,21.33,NA,1.38
1991,2017-02-27,238.958.333.333.333,258.125,690.625,100.910.833.333.333,166.041.666.666.667,140.958.333.333.333,16.7,11.9,0,2030,984964,206.098.903.107.119,0.6,NA,13.23,57.14,77.18,46.43,34.83,NA,1.48
1992,2017-02-28,313.333.333.333.333,274.520.833.333.333,483.541.666.666.667,1.005.325,1.093.125,151.333.333.333.333,18.4,12,0,1850,952796,194.165.382.726.208,0.61,NA,23.62,56.71,92.5,33.42,27.5,NA,1.21
1993,2017-03-01,236.875,245.041.666.666.667,545.625,101.419.791.666.667,184.916.666.666.667,12.7125,15.6,9.6,0,1687,880847,191.520.207.255.062,0.59,NA,19.12,48.5,77.25,49.04,20.29,NA,1.5
1994,2017-03-02,141.041.666.666.667,210.354.166.666.667,695.833.333.333.333,10.144.625,180.895.833.333.333,140.458.333.333.333,18.6,10.5,0,1567,841025,186.320.263.963.616,0.91,NA,64.29,74.08,172.08,30.62,30.62,NA,2.67
1995,2017-03-03,230.208.333.333.333,167.604.166.666.667,795.208.333.333.333,100.525.416.666.667,89.5,135.479.166.666.667,15.1,12.5,9.4,1402,719234,194.929.605.663.803,0.75,NA,26.12,55,94.54,54.75,23.54,NA,1.71
1996,2017-03-04,450.416.666.666.667,259.979.166.666.667,554.166.666.666.667,99.850.625,172.083.333.333.333,113.708.333.333.333,15.3,7,5.8,415,280257,148.078.370.923.831,0.47,NA,8.54,32.83,45.46,59.67,9.75,NA,1
1997,2017-03-05,231.875,2.299.375,532.291.666.666.667,101.067.916.666.667,175.583.333.333.333,137.041.666.666.667,17.6,9.5,0,236,164232,143.699.157.289.688,0.56,NA,14.71,43.71,65.67,43.17,13.25,NA,1.21
1998,2017-03-06,347.083.333.333.333,268.645.833.333.333,461.041.666.666.667,101.168.125,189.708.333.333.333,174.458.333.333.333,23.5,12.7,0,2317,1102626,210.134.714.762.757,0.84,NA,46.5,55.92,126.88,34.17,19.83,NA,2
1999,2017-03-07,2.7375,203.520.833.333.333,532.291.666.666.667,101.565.833.333.333,199.958.333.333.333,138.916.666.666.667,18.9,11.8,0,1761,900744,195.505.049.159.362,0.75,NA,23.25,45.25,80.17,53.62,27.05,NA,1.83
2000,2017-03-08,175.625,2.325.625,731.875,1020.65,1.696.875,147.333.333.333.333,19.4,12.3,0,1584,851239,186.081.699.734.152,0.78,NA,26.12,58.58,98.04,33.58,30.88,NA,1.79
2001,2017-03-09,123.958.333.333.333,139.333.333.333.333,76.625,101.927.291.666.667,209.020.833.333.333,145.541.666.666.667,16.8,11.7,0,1588,825736,192.313.281.726.847,01.08,NA,90.95,89.76,228.33,15.14,37.83,NA,2.82
2002,2017-03-10,119.166.666.666.667,190.208.333.333.333,63.625,101.584.166.666.667,2.141.875,169.416.666.666.667,22.1,12.5,0,1554,805593,192.901.378.239.384,1.14,NA,125.83,96.79,288.58,20.67,47.67,NA,3.71
2003,2017-03-11,124.375,134.083.333.333.333,64.75,101.324.791.666.667,203.375,160.333.333.333.333,19,13.6,0,403,265149,151.990.013.162.411,0.92,NA,79.92,83.17,205.17,29.12,37.5,NA,3.42
2004,2017-03-12,194.375,180.625,708.958.333.333.333,101.063.958.333.333,158.791.666.666.667,15.2,18,13,0,243,158083,153.716.718.432.722,0.41,NA,10.62,43.04,59.08,59.33,22.21,NA,2.17
2005,2017-03-13,290.833.333.333.333,775.833.333.333.333,665.833.333.333.333,101.557.291.666.667,184.270.833.333.333,1.546.875,18.4,13.9,0.2,2162,1070076,20.204.172.413.922,0.68,NA,33.71,50.17,101.38,41.08,30.29,NA,1.42
2006,2017-03-14,162.291.666.666.667,158.791.666.666.667,59.5,1023.5,218.625,1.565.625,20.6,12.9,0,1734,850360,20.391.363.657.745,0.73,NA,34,67.62,119.21,32.04,29.83,NA,2.17
2007,2017-03-15,129.166.666.666.667,152.375,605.833.333.333.333,102.241.875,217.979.166.666.667,150.583.333.333.333,18.7,11.9,0,1761,910938,193.317.218.076.313,0.88,NA,51.54,80.67,159.12,33.83,37.62,NA,3.12
2008,2017-03-16,132.708.333.333.333,181.208.333.333.333,652.708.333.333.333,101.943.541.666.667,226.270.833.333.333,14.925,18.6,11.8,0,1636,843800,193.884.806.826.262,0.8,NA,68.08,101.42,205.38,30.88,45.83,NA,4.58
2009,2017-03-17,210.208.333.333.333,240.958.333.333.333,457.291.666.666.667,101.746.458.333.333,237.916.666.666.667,15.45,20.5,11,0,1461,752753,194.087.569.229.216,0.43,NA,43.75,87.29,153.88,34.46,41.33,NA,2.79
2010,2017-03-18,129.375,143.5,583.333.333.333.333,10.159.125,227.916.666.666.667,14.875,17.2,12.3,0,428,287824,148.701.984.546.112,0.4,NA,40.75,90.79,152.62,37.46,37.67,NA,4.62
2011,2017-03-19,140.833.333.333.333,215.854.166.666.667,605.416.666.666.667,101.288.541.666.667,233.729.166.666.667,1.580.625,19.8,12.2,0,261,187813,138.968.016.058.526,0.32,NA,23.12,71.25,106.17,40.46,33.58,NA,3.75
2012,2017-03-20,116.041.666.666.667,162.729.166.666.667,609.166.666.666.667,101.011.666.666.667,2.358.125,158.020.833.333.333,19.3,13.5,0,2342,1126527,207.895.594.157.974,0.63,NA,82.67,100.92,226.83,26.79,49.15,NA,5.21
2013,2017-03-21,200.416.666.666.667,137.520.833.333.333,766.041.666.666.667,100.985.625,141.333.333.333.333,1.465.625,16.6,12.7,0,1941,1021609,189.994.410.777.509,0.52,NA,33.17,71.92,122.25,38.25,32.92,NA,2.62
2014,2017-03-22,2.3375,240.520.833.333.333,643.958.333.333.333,100.751.041.666.667,2.020.625,152.979.166.666.667,18.5,12.9,0,1711,919447,186.090.117.211.759,0.38,NA,21.88,51.88,84.71,48.83,28.21,NA,2.21
2015,2017-03-23,248.333.333.333.333,256.125,522.916.666.666.667,10.055.375,208.625,141.166.666.666.667,16.8,12.4,0,1554,820147,189.478.227.683.574,0.29,NA,17.33,46.42,72.5,54.58,25,NA,1.42
2016,2017-03-24,215.416.666.666.667,1.320.625,730.833.333.333.333,1008.9,436.666.666.666.667,1.056.875,12.5,6.9,95.4,1527,825732,184.926.828.559.387,0.43,NA,29.14,62.95,107.1,36.95,16.67,NA,1.36
2017,2017-03-25,230.625,223.125,708.958.333.333.333,101.051.666.666.667,205.229.166.666.667,109.458.333.333.333,14.8,5.6,14,413,283469,145.694.943.715.186,0.31,NA,19.33,42.62,71.46,59.46,15.71,NA,1.5
2018,2017-03-26,140.833.333.333.333,160.416.666.666.667,659.791.666.666.667,101.438.958.333.333,243.020.833.333.333,136.645.833.333.333,17,10,0,221,153070,144.378.388.972.366,0.51,NA,26.59,56.95,97.18,45.55,21.32,NA,2.23
2019,2017-03-27,217.291.666.666.667,73.375,74.375,101.668.541.666.667,130.916.666.666.667,135.333.333.333.333,16.2,12.2,0.9,2286,1091896,209.360.598.445.273,0.8,NA,40.75,68.62,130.67,43.67,22.29,NA,1.46
2020,2017-03-28,133.333.333.333.333,168.145.833.333.333,722.708.333.333.333,102.151.458.333.333,2.589.375,1.374.375,16,10.1,0,1761,902825,195.054.412.538.421,0.81,NA,49.08,67.75,142.67,40.79,26,NA,2.71
2021,2017-03-29,132.708.333.333.333,187.395.833.333.333,596.458.333.333.333,1.021.575,260.458.333.333.333,165.833.333.333.333,20.5,12.3,0,1693,902512,187.587.533.462.159,1,NA,78.88,89.21,209.42,26.88,32.29,NA,3.88
2022,2017-03-30,179.791.666.666.667,228.958.333.333.333,565.833.333.333.333,102.064.791.666.667,264.145.833.333.333,1.701.875,21.5,12.8,0,1597,839294,190.278.972.565.037,01.05,NA,90.69,87.06,225.31,20.12,35.62,NA,3.38
2023,2017-03-31,176.458.333.333.333,228.875,660.208.333.333.333,101.605.625,169.229.166.666.667,155.229.166.666.667,18.3,13.8,0.8,1565,807552,193.795.569.820.891,0.83,NA,40.17,84.83,146.08,38.17,21.29,NA,3.25
2024,2017-04-01,178.541.666.666.667,2.104.375,738.125,1.011.825,693.125,1.299.375,14.9,11.1,9.8,397,274382,144.688.791.538.804,0.53,NA,20.04,57.67,87.54,46.5,12.08,NA,1.54
2025,2017-04-02,184.375,181.729.166.666.667,62.875,101.308.333.333.333,265.916.666.666.667,133.145.833.333.333,16.1,10,2.2,258,164193,157.132.155.451.207,0.57,NA,17.58,49.04,75.12,48.92,12.08,NA,2.42
2026,2017-04-03,188.541.666.666.667,2.173.125,504.375,101.664.583.333.333,2.661.875,165.145.833.333.333,21.1,12.2,0,2180,1063461,204.991.062.201.623,0.64,NA,18.62,59.17,87.21,41.83,20.35,NA,2.46
2027,2017-04-04,2.0375,197.416.666.666.667,497.083.333.333.333,101.632.916.666.667,268.854.166.666.667,178.104.166.666.667,22.4,13.3,0,1824,936616,194.743.630.260.427,0.98,NA,69.92,80.58,187.04,36.88,29.38,NA,4
2028,2017-04-05,174.375,178.375,630.625,101.529.791.666.667,122.229.166.666.667,157.395.833.333.333,19.5,13.1,1,1735,898906,193.012.395.066.892,0.77,NA,27.92,69.79,111.96,49.04,22.44,NA,3.92
2029,2017-04-06,1.65,212.770.833.333.333,616.666.666.666.667,101.383.125,273.479.166.666.667,159.520.833.333.333,20.1,12.8,0,1577,833112,189.290.275.497.172,0.8,NA,29,62.17,105.75,49.75,20.46,NA,4.58
2030,2017-04-07,1.5875,187.645.833.333.333,579.375,101.609.375,275.75,1.601.875,19.6,13.7,0,1510,779995,193.590.984.557.593,0.92,NA,48.96,87,161.17,37.46,29.29,NA,5.38
2031,2017-04-08,1.575,213.354.166.666.667,562.916.666.666.667,101.711.666.666.667,285.729.166.666.667,172.895.833.333.333,21.9,12.7,0,407,266670,152.623.092.211.347,0.86,NA,46.25,76.96,147.42,45.46,30.12,NA,4.25
2032,2017-04-09,1.725,231.458.333.333.333,573.958.333.333.333,10.199.125,285.166.666.666.667,167.479.166.666.667,20.2,12.9,0,254,170411,149.051.411.000.464,0.73,NA,17.79,66.83,93.79,50.58,24.75,NA,3.83
2033,2017-04-10,239.166.666.666.667,251.875,482.708.333.333.333,101.873.541.666.667,285.833.333.333.333,179.708.333.333.333,21.6,13.4,0,1950,974375,200.128.287.363.695,0.78,NA,41.68,85.79,149.05,26.63,33.21,NA,3.58
2034,2017-04-11,212.708.333.333.333,176.125,658.333.333.333.333,101.617.291.666.667,274.125,175.479.166.666.667,23.7,14.7,0,1569,817920,191.828.051.643.192,0.69,NA,43.17,70.42,136.17,42.96,34.04,NA,4.33
2035,2017-04-12,145.625,197.291.666.666.667,69.875,101.575.833.333.333,2.884.375,173.041.666.666.667,20.1,14.9,0,1595,827893,192.657.746.834.434,0.55,NA,22.33,56.12,89.62,61,23.79,NA,3.54
2036,2017-04-13,145.416.666.666.667,191.833.333.333.333,712.708.333.333.333,101.218.333.333.333,282.854.166.666.667,174.166.666.666.667,21.9,14,0,1186,629886,188.288.039.423.007,0.66,NA,41.75,69.83,133.17,41.17,35.04,NA,5.71
2037,2017-04-14,112.916.666.666.667,170.270.833.333.333,601.875,101.211.458.333.333,285.604.166.666.667,184.583.333.333.333,21.7,15,0,312,196281,158.955.782.780.809,0.48,NA,21.54,55.5,87.92,50.83,28.17,NA,6.12
2038,2017-04-15,165.833.333.333.333,161.166.666.666.667,658.125,101.426.041.666.667,219.770.833.333.333,1.725.625,18.7,16,0,491,327153,150.082.683.025.985,0.52,NA,22.17,63.42,96.83,45.17,28.29,NA,4.58
2039,2017-04-16,205.833.333.333.333,1.615.625,624.166.666.666.667,101.630.625,292.729.166.666.667,1.734.375,20.4,13.8,0,281,186948,150.309.176.883.411,0.41,NA,9.67,34.54,48.92,55.42,24.33,NA,3.46
2040,2017-04-17,201.875,166.416.666.666.667,697.708.333.333.333,101.398.541.666.667,296.520.833.333.333,173.333.333.333.333,20.3,15,0,321,224694,14.286.095.756.896,0.46,NA,11.83,42.79,60.12,52.21,27.88,NA,2.88
2041,2017-04-18,189.791.666.666.667,1.365.625,75.5,101.226.666.666.667,2.301.875,170.354.166.666.667,19,15.4,0,2086,1075098,194.028.823.418.888,0.85,NA,42.21,66.96,131.21,33.79,34.21,NA,4.67
2042,2017-04-19,232.708.333.333.333,1.125.625,425.625,101.696.458.333.333,90.375,143.708.333.333.333,16.3,12.7,0,1507,813933,185.150.374.785.148,0.8,NA,35.04,63.96,117.08,52.58,27.05,NA,2.83
2043,2017-04-20,2.5,123.208.333.333.333,427.083.333.333.333,10.216.375,301.833.333.333.333,132.833.333.333.333,15.9,10.9,0,1379,737827,18.690.018.120.779,0.78,NA,32.43,61.12,111.04,55.42,27.67,NA,2.83
2044,2017-04-21,188.958.333.333.333,189.833.333.333.333,476.875,102.415.625,312.583.333.333.333,138.041.666.666.667,16.6,10.1,0,1435,795418,180.408.288.472.225,0.84,NA,41,70.71,132.79,56.42,27.62,NA,04.08
2045,2017-04-22,261.666.666.666.667,268.666.666.666.667,55.5,101.970.208.333.333,308.770.833.333.333,1.529.375,18.4,11.7,0,322,223773,1.438.958.229.992,0.62,NA,11.04,44,60.33,82.46,27.21,NA,3
2046,2017-04-23,1.975,190.25,57.375,101.414.375,276.916.666.666.667,160.645.833.333.333,19.9,12.7,0,247,160235,154.148.594.252.192,0.67,NA,13.83,55.5,76.38,67.46,26.46,NA,04.08
2047,2017-04-24,1.8375,222.854.166.666.667,648.958.333.333.333,101.222.708.333.333,310.979.166.666.667,164.604.166.666.667,20.2,12.5,0,1838,966828,190.106.202.964.747,0.93,NA,34.71,79,131.67,42.75,32.25,NA,3.46
2048,2017-04-25,230.416.666.666.667,232.333.333.333.333,727.291.666.666.667,100.576.875,246.791.666.666.667,168.520.833.333.333,19.5,13.9,0.3,1490,790934,188.384.871.556.919,0.7,NA,22.86,55.19,89.57,59.35,31.75,NA,1.73
2049,2017-04-26,243.958.333.333.333,938.125,826.875,100.461.458.333.333,441.458.333.333.333,140.583.333.333.333,16.3,12.2,5.2,1323,731198,180.935.943.479.058,0.48,NA,41.04,62.04,124.29,38.38,20.46,NA,1.62
2050,2017-04-27,149.583.333.333.333,212.125,805.416.666.666.667,101.031.666.666.667,431.875,945.625,11.9,8,20.7,1194,691312,172.715.069.317.472,0.44,NA,44.5,63.33,130.75,21.83,11.92,NA,1.54
2051,2017-04-28,175.625,173.354.166.666.667,545.208.333.333.333,101.312.916.666.667,309.895.833.333.333,124.104.166.666.667,15.6,8.3,0,1176,656605,179.103.113.744.184,0.57,NA,49.42,71.33,146.5,31.71,17.45,NA,2.71
2052,2017-04-29,228.333.333.333.333,204.166.666.666.667,569.166.666.666.667,101.116.666.666.667,259.833.333.333.333,143.229.166.666.667,17.2,10.7,0,324,211273,153.356.084.307.981,0.38,NA,25.38,58.71,97.17,54.92,19.45,NA,02.08
2053,2017-04-30,301.666.666.666.667,246.666.666.666.667,73.75,100.662.916.666.667,129.291.666.666.667,159.395.833.333.333,17.8,14.1,1.7,232,151194,153.445.242.536.079,0.28,NA,9.38,30,43.71,73.88,18.29,NA,1.38
2054,2017-05-01,225.208.333.333.333,1.840.625,580.625,101.372.916.666.667,303.875,147.708.333.333.333,17.5,11.8,0,258,178148,144.823.405.258.549,0.32,NA,13.42,35.42,55.5,75.38,12.92,NA,1.67
2055,2017-05-02,2.2,198.875,605.416.666.666.667,101.449.166.666.667,182.020.833.333.333,164.833.333.333.333,20.1,12.8,0,2025,973581,20.799.502.044.514,0.67,NA,35.25,68.46,121.92,37.46,24.21,NA,2.58
2056,2017-05-03,182.708.333.333.333,818.958.333.333.333,773.541.666.666.667,101.373.541.666.667,880.833.333.333.333,150.020.833.333.333,15.9,14.1,0.5,1613,826388,195.186.764.570.638,0.82,NA,42.33,66.29,130.33,42.04,17.47,NA,1.92
2057,2017-05-04,187.291.666.666.667,179.5,761.875,1.009.875,283.645.833.333.333,1.659.375,20,13.6,0,1415,750277,188.597.011.503.751,0.76,NA,29.08,60.5,104.46,41.38,20.92,NA,2.58
2058,2017-05-05,368.333.333.333.333,863.958.333.333.333,701.041.666.666.667,10.084.625,2.604.375,170.395.833.333.333,19.9,14.8,0,1320,713388,185.032.548.907.467,0.76,NA,28.52,55.52,98.48,53.38,24.33,NA,1.83
2059,2017-05-06,321.875,184.833.333.333.333,55.625,1.009.475,337.479.166.666.667,194.375,26.4,16.6,0,343,230326,148.919.357.779.842,0.51,NA,13,37.88,57.46,71.21,27.67,NA,1.5
2060,2017-05-07,1.8375,95.25,699.375,101.536.458.333.333,309.916.666.666.667,172.020.833.333.333,19,15.5,0,263,175337,14.999.686.318.347,0.55,NA,13.58,40.67,61.04,65.33,19.54,NA,1.92
2061,2017-05-08,162.708.333.333.333,180.125,682.291.666.666.667,101.285.416.666.667,318.416.666.666.667,177.375,20,14.8,0,1884,968023,194.623.474.855.453,0.85,NA,38.92,70.96,129.96,43.58,29.25,NA,4.25
2062,2017-05-09,1.8125,119.520.833.333.333,744.791.666.666.667,100.713.958.333.333,294.916.666.666.667,170.604.166.666.667,18.5,15.5,0,1442,765056,188.482.934.582.566,0.92,NA,39.79,64.71,125.04,41.38,25.25,NA,2.67
2063,2017-05-10,271.458.333.333.333,958.541.666.666.667,803.333.333.333.333,100.154.375,208.604.166.666.667,176.125,19.7,16.1,0,1439,786451,182.973.891.571.121,01.03,NA,34.33,57.46,109.67,51.54,27.17,NA,1.83
2064,2017-05-11,240.416.666.666.667,185.604.166.666.667,749.375,997.158.333.333.333,222.541.666.666.667,185.291.666.666.667,21.8,14.1,10.1,1398,741967,188.418.083.284.027,0.79,NA,28.52,57.67,100.81,53.1,27.04,NA,1.55
2065,2017-05-12,313.541.666.666.667,268.5,504.583.333.333.333,1001.75,333.875,209.958.333.333.333,25.6,17.2,0,1298,693818,187.080.761.813.617,0.53,NA,20.54,51.04,81.71,48.08,23.17,NA,1.79
2066,2017-05-13,276.041.666.666.667,244.395.833.333.333,439.583.333.333.333,101.011.041.666.667,331.354.166.666.667,222.333.333.333.333,27.5,18.1,0,389,264529,147.053.820.186.067,0.37,NA,13.62,35.62,56.33,57.67,16.21,NA,1.79
2067,2017-05-14,1.7,120.104.166.666.667,573.541.666.666.667,10.188.125,3.001.875,202.729.166.666.667,21.9,18.9,0,172,109330,157.321.869.569.194,0.42,NA,18.33,50.12,77.75,50.42,18.67,NA,2.75
2068,2017-05-15,149.791.666.666.667,168.854.166.666.667,549.791.666.666.667,102.249.791.666.667,336.604.166.666.667,214.395.833.333.333,23.9,18.7,0,1660,849996,195.295.036.682.526,0.82,NA,70.04,88.42,195.12,27.04,28.12,NA,5.88
2069,2017-05-16,1.4625,125.958.333.333.333,59.125,102.082.708.333.333,325.125,213.958.333.333.333,24.6,19.3,0,1560,838758,185.989.284.155.859,0.83,NA,46,78.62,148.58,38.75,38.33,NA,4.25
2070,2017-05-17,149.166.666.666.667,175.875,56.5,101.569.583.333.333,296.520.833.333.333,217.520.833.333.333,24.7,18.9,0,1493,774731,19.271.205.102.158,0.83,NA,64.08,94.71,192.42,29.12,34.67,NA,7.25
2071,2017-05-18,224.166.666.666.667,172.875,680.416.666.666.667,100.971.041.666.667,2.465.625,19.55,21.6,15.8,0.1,1345,720853,18.658.450.474.646,0.6,NA,30.12,59.12,104.62,46.08,21.54,NA,2.62
2072,2017-05-19,287.708.333.333.333,236.333.333.333.333,539.791.666.666.667,101.446.666.666.667,3.524.375,1.770.625,21,14.1,0,1314,687328,191.175.101.261.697,0.48,NA,29.21,44.67,89.08,44.92,20.46,NA,2.33
2073,2017-05-20,242.083.333.333.333,111.083.333.333.333,63.25,101.900.625,345.395.833.333.333,183.083.333.333.333,21.6,15.5,0,324,220056,147.235.249.209.292,0.4,NA,21.33,41.79,74.21,60.5,18.96,NA,3.12
2074,2017-05-21,213.541.666.666.667,1.784.375,664.791.666.666.667,101.682.708.333.333,335.083.333.333.333,196.083.333.333.333,22.6,16.1,0,216,154149,140.124.165.580.056,0.39,NA,14.62,39.96,61.67,58.79,22.71,NA,2.42
2075,2017-05-22,199.375,194.583.333.333.333,709.791.666.666.667,1.013.525,320.770.833.333.333,203.583.333.333.333,23.7,18.2,0,1813,921105,196.828.808.876.295,0.61,NA,35.17,58.38,111.54,45.08,27.92,NA,3.43
2076,2017-05-23,170.625,195.875,64.375,1.015.425,333.208.333.333.333,218.416.666.666.667,25.7,18.2,0,1380,743341,185.648.309.456.898,0.71,NA,46.83,71.12,142.38,38.17,35.88,NA,4.92
2077,2017-05-24,181.875,196.729.166.666.667,464.166.666.666.667,101.457.916.666.667,336.375,245.479.166.666.667,29,20,0,1285,693048,185.412.842.977.687,0.74,NA,60.36,93.45,185.77,28.86,45.79,NA,3.76
2078,2017-05-25,181.875,221.458.333.333.333,452.083.333.333.333,101.040.625,3.436.875,249.479.166.666.667,29,20.6,0,1194,668779,178.534.314.026.009,0.68,NA,52.62,99.33,179.21,31.42,46,NA,4.46
2079,2017-05-26,2.9125,100.625,768.333.333.333.333,101.171.041.666.667,316.75,20.125,22.4,18.6,0,1104,617125,178.894.065.221.795,0.62,NA,27.38,65.71,106.88,63.62,34.46,NA,2
2080,2017-05-27,2.35,920.416.666.666.667,746.666.666.666.667,101.491.458.333.333,3.334.375,208.645.833.333.333,22.6,18.8,0,341,220794,154.442.602.606.955,0.41,NA,14.79,37.67,60,79.67,26.42,NA,1.83
2081,2017-05-28,146.458.333.333.333,108.5,652.083.333.333.333,101.524.791.666.667,324.208.333.333.333,2.150.625,23.7,19.5,0,143,102737,139.190.359.850.881,0.45,NA,19.75,57.71,87.62,46.29,24.96,NA,02.08
2082,2017-05-29,143.958.333.333.333,132.916.666.666.667,497.708.333.333.333,101.211.041.666.667,273.354.166.666.667,2.266.875,25.4,19.8,0,1730,836010,206.935.323.740.147,0.77,NA,56.33,100.25,185.92,30.71,33.21,NA,05.08
2083,2017-05-30,177.916.666.666.667,687.083.333.333.333,565.625,1.012.975,134.395.833.333.333,212.916.666.666.667,23.2,18.7,2.8,1396,733063,190.433.837.200.895,0.7,NA,31.88,77.46,125.88,48.04,25.71,NA,1.79
2084,2017-05-31,168.958.333.333.333,162,556.041.666.666.667,101.512.291.666.667,338.645.833.333.333,219.479.166.666.667,24.3,19.5,0,1170,625207,187.138.019.887.813,0.7,NA,36.29,78.29,133.33,46.92,28.58,NA,3.83
2085,2017-06-01,1.8,170.541.666.666.667,652.291.666.666.667,101.531.666.666.667,338.145.833.333.333,219.729.166.666.667,24.1,19.5,0,1235,651802,189.474.717.782.394,0.81,NA,52.17,89.04,168.29,36.42,34.96,NA,6.88
2086,2017-06-02,02.05,2.031.875,660.208.333.333.333,1.013.675,3.335.625,229.208.333.333.333,25.2,20.4,0,1152,626184,183.971.484.419.915,0.6,NA,33.92,64.92,116.38,38.46,33.55,NA,3.96
2087,2017-06-03,212.916.666.666.667,210.020.833.333.333,608.958.333.333.333,101.170.416.666.667,213.770.833.333.333,243.645.833.333.333,28.2,21.3,0,316,211573,149.357.432.186.527,0.39,NA,15.21,46.04,68.96,56.88,29.83,NA,2.62
2088,2017-06-04,184.166.666.666.667,1.413.125,739.166.666.666.667,101.207.291.666.667,175.604.166.666.667,212.770.833.333.333,23.9,19.4,8.2,226,143765,15.720.098.772.302,0.32,NA,14.58,37.33,59,53.38,17.38,NA,2.29
2089,2017-06-05,270.416.666.666.667,246.666.666.666.667,632.916.666.666.667,1009.4,189.833.333.333.333,208.375,25.1,18.1,0.4,272,197514,137.711.757.141.266,0.32,NA,10.83,30.54,46.75,47.54,11.54,NA,1.42
2090,2017-06-06,2.4625,186.895.833.333.333,637.708.333.333.333,100.978.125,308.854.166.666.667,219.354.166.666.667,26.4,19.6,0,1544,799674,193.078.679.561.921,0.54,NA,24.58,52.88,89.88,50.88,24.67,NA,2.79
2091,2017-06-07,224.375,2.183.125,702.083.333.333.333,101.679.375,92.125,1.990.625,20.4,19.3,0,1186,658622,18.007.294.016.902,0.68,NA,40.18,60.41,121.41,32.62,34.25,NA,2.76
2092,2017-06-08,231.875,241.520.833.333.333,700.416.666.666.667,101.354.166.666.667,3.414.375,224.416.666.666.667,25.5,19.7,0,1067,573235,186.136.575.749.911,0.62,NA,27.79,52.62,94.71,41.42,35.96,NA,2
2093,2017-06-09,179.375,184.104.166.666.667,731.458.333.333.333,10.125.375,277.833.333.333.333,22.175,24.6,20.3,0.5,1005,556093,180.725.166.473.953,0.72,NA,50.71,73.12,150.5,30.79,33.42,NA,4.17
2094,2017-06-10,164.375,210.75,59,101.366.458.333.333,349.645.833.333.333,243.958.333.333.333,28.4,19.9,0,279,185305,150.562.586.006.854,0.44,NA,38.21,68.12,126.21,31.21,31.38,NA,4.62
2095,2017-06-11,139.166.666.666.667,193.645.833.333.333,47.75,1012.85,352.645.833.333.333,260.979.166.666.667,31.1,21.9,0,233,150498,154.819.333.147.284,0.45,NA,48.71,76.88,151.21,32.46,28.25,NA,4.96
